)	26174.323407785523
(	26118.638686662587
%	25805.755441411442
,	23758.39685535744
were	17972.54605513915
;	17507.95512334401
was	16564.797440902403
patients	15269.943695213058
with	14961.09665310488
a	14591.456949029176
in	14378.395015663205
for	13928.734471339501
p	12956.728032355652
to	12956.28798143851
the	12816.046275996938
is	12462.611985676784
=	12009.733306801783
and	11926.405393717268
group	11755.291435370742
&	11176.923644890792
by	10813.74394222354
or	10804.505982917119
that	10608.84378414004
on	10424.683378004891
as	10268.934238249101
of	10209.914361385938
at	9655.106226550584
from	9502.695907314637
this	9235.578419269204
+/-	9114.636000974224
lt	9071.599764870913
study	8835.451330023261
be	8528.79211307443
are	8494.904225495593
an	8346.883550838154
we	7904.554117757566
after	7827.6000208238265
between	7601.121687992783
treatment	7510.751533995367
not	7387.301244819104
than	7286.633969478317
had	7160.934537186506
2	7021.710176021371
have	6722.64546534616
significantly	6476.018807732379
:	6282.314255061777
cells	6214.199826261956
95	6166.880075470074
all	6120.488075519039
1	6088.33189175097
clinical	6059.190221852668
risk	6038.519209139121
no	6020.469627410407
associated	6018.208991205616
been	6012.898452005319
significant	5973.665725845539
these	5928.386927816184
compared	5912.810450097577
using	5910.291152987355
has	5843.937248872098
years	5831.480506171261
ci	5786.873275328022
more	5754.4528735341955
may	5723.001774867455
disease	5696.985214280099
cases	5687.383550886575
there	5665.947462155054
cancer	5558.57977622994
during	5485.568816224652
used	5451.5669537449285
data	5426.459705157397
their	5422.012616420837
studies	5359.654020757352
which	5351.990910710451
but	5260.625630029617
health	5143.710396521179
groups	5137.762754451524
levels	5126.811120471215
use	5087.120167888597
expression	5047.489246040527
age	5016.297126931642
two	5015.005353920484
higher	4979.56888961954
both	4949.688704013879
analysis	4944.102098693952
who	4890.183014801325
women	4889.088389392523
3	4882.810226117958
children	4858.657132066148
mean	4843.273914345397
it	4838.990230140872
increased	4808.798574510006
one	4776.65966979794
control	4747.453342501021
among	4722.518964695419
can	4618.204586118051
cell	4560.3806424660215
respectively	4548.347242953672
results	4530.721870091475
rate	4469.301238946633
months	4416.507098188465
time	4391.985112530138
also	4364.739814383171
effects	4357.195912372854
those	4299.505395441192
care	4296.903820966161
factors	4255.492176989671
most	4213.492634781721
however	4168.7704115289325
[	4166.097533959527
high	4165.506361760964
effect	4163.115901529792
]	4141.766436819619
other	4108.179298080005
showed	4102.584538954136
's	4094.1546908854675
n	4086.4152154146846
found	4063.0011263151205
patient	4052.3174062196185
surgery	4037.286231205403
different	3993.9647433529626
total	3967.3530685605347
therapy	3919.941989303243
0.05	3896.0830917684516
4	3847.2067291640333
performed	3840.931415493182
gt	3834.159014287169
lower	3801.620727947007
'	3745.7259433656636
only	3696.1604345329947
its	3693.7947339926845
our	3637.194571425015
when	3617.3177084003405
activity	3610.2969705638375
blood	3601.1800532950633
three	3593.3169138309736
10	3588.9312435479796
level	3578.400963053258
into	3575.5400068559816
observed	3476.3189105408037
reported	3444.2708442997787
test	3434.183347068949
survival	3415.993655108964
pain	3369.636223258677
human	3319.84975678597
without	3300.9613402215805
model	3295.206213466525
6	3280.6606954843114
gene	3280.129858168969
function	3279.072403588839
evaluate	3276.138215354411
5	3267.091385190426
whether	3266.741323929173
included	3262.9871823578587
tumor	3251.3039107385785
follow-up	3243.966633702918
number	3241.7148298016
days	3235.9459074093597
determine	3229.6655801382644
such	3214.2523560298655
treated	3207.253620843308
mortality	3202.518459160538
protein	3195.60168216373
normal	3192.0231161840475
subjects	3187.231311039242
type	3186.8463482434777
primary	3182.851465147111
diagnosis	3153.2092364741707
symptoms	3152.4377111355416
trials	3150.178137701991
differences	3123.021527489545
population	3119.602763224161
aim	3115.4542159470634
well	3096.950558303124
present	3079.6207604745277
each	3070.829043045627
0.001	3064.122381116614
role	3044.6828880013977
changes	3026.0222115566557
positive	3015.2670824854854
first	2997.031554258848
difference	2985.636157171044
identified	2984.1179385178734
participants	2963.360979946086
investigate	2948.109218100776
quality	2940.3302069555853
system	2936.570516119889
outcome	2933.5611493681
response	2923.554114249875
serum	2913.540421366036
low	2895.403179406925
important	2894.953256730209
rates	2889.515358304836
common	2868.1607270096542
liver	2865.560334478675
12	2865.22976381857
outcomes	2847.4315491520074
factor	2842.0939722249555
research	2829.3722608417925
assess	2811.0131727713047
ratio	2806.6766395656114
evaluated	2796.758174566373
over	2793.977127889263
acute	2793.539252777611
medical	2784.907892103509
chronic	2774.9107742311485
including	2774.0321738319517
assessed	2751.2636286944567
association	2748.3706968287256
did	2747.599799235379
increase	2746.3782604551293
0.01	2746.1622012910416
new	2744.67295864373
