is	1.4109149763021378
)	0.7205594881702828
(	0.7216289629955956
been	2.5317467166338186
are	1.995983135689754
has	2.5408422821183034
,	0.38908007885884155
a	0.7318048522508238
have	2.3326320143463426
this	1.5704095254666222
to	0.466489809945939
in	0.3813189862800861
for	1.021317969741861
that	1.6120412983042152
the	0.18854890654971074
with	0.7581764887804633
as	1.8015674102191404
on	1.5876764206525875
study	1.6108388933497289
we	2.048873540113418
of	0.17621225662977746
an	1.911354144913706
patients	1.3718393401503062
be	1.9357222226678235
disease	2.701273216823186
by	1.5692561228012685
and	0.24181681657983112
studies	2.8418101912817346
may	2.546952280759882
cancer	2.9488486876551407
it	2.7890433603117417
however	2.861201380596385
treatment	2.313848285272756
risk	2.6719111544863368
not	2.138767007764651
associated	2.5044565090327158
which	2.622239544689099
clinical	2.43634508317357
from	1.8476951015583583
or	1.7974556617729363
these	2.443687933972046
their	2.7096514824691837
its	3.162495491432093
can	2.880976036255803
but	2.6211388291129136
whether	3.3164886537352016
care	3.2380586442849753
human	3.4295968561838537
was	1.0933859696965282
effects	2.968117106521018
health	3.038222325174943
aim	3.2828811548441132
cells	3.1055471395611978
use	2.8308960311010565
role	3.420992008990335
known	3.969652118264782
such	3.3342866763795285
used	2.6096538792460167
cell	3.2228838462657396
important	3.4545981583892713
most	2.9925373826574724
common	3.5322176441005593
there	2.637778148116878
factors	2.9989374045029393
gene	3.6045383056801854
often	4.137669686960474
during	2.692964563684169
reported	3.356989126997835
between	2.1333487757487464
about	3.6045383056801854
therapy	3.2503664919595714
data	2.682382454353632
many	4.081625789814326
among	2.9626844195077906
after	2.2149405831419995
chronic	3.651198387146248
present	3.336533868336433
although	3.5712742120396728
function	3.398002490765636
children	3.2586566948800453
determine	3.2524326083970436
at	2.00188808346477
shown	4.160484364726646
little	4.429537617344933
renal	4.205052684206522
investigated	3.738069698304708
effect	3.036554268074246
several	3.952844999948401
's	3.1493497622195905
acute	3.7148128361404407
development	3.6298561136644754
mortality	3.5942968116279888
factor	3.6343912688298663
population	3.4432701580840632
high	3.0878475624617967
major	3.729701448634191
research	3.6985258311657416
well	3.3444390478435464
increased	2.9321942527500036
disorder	4.271559181647911
cause	4.218548165681407
surgery	3.2903718265732707
injury	3.9654237821552614
system	3.5899395062590327
recently	4.577555018955118
recent	4.145216892595857
potential	3.5769803616165277
different	3.115417116499971
protein	3.6313655479133296
purpose	4.093544882051536
because	3.9466144501977647
surgical	3.6969116258112007
our	3.1382179218507464
syndrome	4.055893375847848
association	3.645053974573907
new	3.5972122655881127
using	2.5464416859057972
blood	3.4395224959838235
remains	4.531919724248499
investigate	3.350124111478155
activity	3.464776363305026
unknown	4.697285474895897
evaluate	3.211900211131775
also	2.864002502876096
available	4.017383521085972
information	3.842496942779536
coronary	4.294748626566821
breast	4.358310108056566
other	3.0118616554838744
infection	3.884407838395173
response	3.6636016469296675
one	2.950376571833193
outcomes	3.545991966565389
type	3.5726976998245266
assess	3.453333136082684
levels	2.9981351581703013
diabetes	3.9261219298076475
women	3.2059595996016546
expression	3.160606916744225
previous	4.093544882051536
more	2.660403547634857
patient	3.143768352381395
few	4.562110696527644
both	2.783851914518492
'	3.405205403059694
effective	3.634391268829866
receptor	4.271559181647911
medical	3.708266167914126
quality	3.5726976998245266
diseases	4.294748626566821
early	3.6793252413091246
heart	4.147745338949216
some	3.835061964292018
disorders	4.221269255795767
cardiac	4.108037889354104
current	3.9717730098339206
results	2.83702058239917
aimed	4.396531320876764
objective	4.271559181647911
primary	3.4558647830044635
changes	3.5186304785542504
growth	3.8844078383951723
due	3.9322257127456655
liver	3.92005517712541
life	3.8922203781319658
examined	3.743124468966332
evidence	3.6223429303136925
transplantation	4.535644123339481
still	4.506230238133187
management	3.8785882293419087
pain	3.7482049201987504
genes	4.240527072400182
unclear	5.0328809030435755
lung	4.2658448803844715
prevalence	3.69048073548091
methods	4.137669686960474
therefore	4.291820366787733
cardiovascular	4.390058806371146
;	1.9915771952387678
mechanisms	4.393289826952592
efficacy	3.660486379612718
failure	4.160484364726646
limited	4.345887588058009
tumor	3.7115341446787427
only	3.1672325917163624
incidence	3.857534820144077
brain	4.207737249577192
proteins	4.774772970374271
number	3.459674311421131
including	3.5025658760504443
bone	4.248895322070699
who	2.919512247642582
widely	4.879607031689852
skin	4.303585208367319
impact	3.8708810620969714
tissue	3.818532662340808
model	3.490684548163692
genetic	4.436271649526278
large	3.9781628079326916
no	2.5510464522925456
screening	4.268697949366879
long-term	3.9486869897997376
virus	4.895522486995751
