is	5559.005006630423
)	3736.1009461629164
(	3723.6054490572737
been	3688.7549661354738
are	3516.9222850853466
has	3366.616023806752
,	3210.6888107431605
a	3103.584378395744
have	3100.0679470662894
this	2803.1810029579206
to	2730.364857613581
in	2704.6955696846508
for	2531.8472469900735
that	2385.8211214902385
the	2331.7843273002727
with	2259.3659365657804
as	2170.888729314064
on	2154.4769028255614
study	2131.139855901691
we	2106.2419992365935
of	2050.053393630831
an	2024.1240394636145
patients	2017.9756693611005
be	1933.7865004451555
disease	1909.8001642939926
by	1820.3371024494713
and	1802.0189171529014
studies	1659.6171517085331
may	1640.2372688093642
cancer	1604.1736860843966
it	1584.1766286570694
however	1562.2159538056262
treatment	1504.0013854272916
risk	1408.0971784142994
not	1400.8923900858463
associated	1392.47781902219
which	1358.3200841489534
clinical	1357.0442113276786
from	1334.0358633251346
or	1308.5477217706975
these	1290.2672291372403
their	1278.9554997254547
its	1271.3231875557015
can	1270.510431988809
but	1255.5254991450856
whether	1233.733779189495
care	1204.5578156740107
human	1203.7884965205326
was	1187.4171630904298
effects	1187.2468426084072
health	1184.9067068182278
aim	1178.5543345890367
cells	1173.8968187541327
use	1140.8511005337257
role	1139.1903389937816
known	1131.350853705463
such	1110.317463234383
used	1109.102898679557
cell	1095.7805077303515
important	1060.5616346255063
most	1047.3880839301153
common	1031.4075520773633
there	1031.3712559136993
factors	1028.6355297445082
gene	1027.2934171188529
often	1009.5914036183557
during	1004.475782254195
reported	983.5978142103656
between	977.0737392929259
about	973.2253425336501
therapy	958.8581151280736
data	936.1514765694176
many	930.6106800776663
among	915.4694856279073
after	903.6957579219358
chronic	901.8460016251232
present	900.864144450837
although	892.8185530099182
function	890.2766525805966
children	883.0959643124922
determine	871.6519390504077
at	870.8213163071749
shown	857.059779133689
little	854.9007601475721
renal	853.625694893924
investigated	852.2798912134734
effect	844.1620865246405
several	834.0502949891127
's	831.4283372259719
acute	828.4032624593183
development	820.3474816881715
mortality	819.4996730511814
factor	806.8348616802303
population	798.8386766755027
high	778.1375857403727
major	775.7779013159118
research	772.99189871364
well	762.5321029083286
increased	759.4383114622509
disorder	747.5228567883844
cause	746.6830253256089
surgery	740.3336609789859
injury	733.6033996987234
system	732.3476592768427
recently	727.8312480138637
recent	725.412956204275
potential	722.5500330465386
different	716.5459367949933
protein	715.3790129389259
purpose	712.2768094769673
because	710.3906010355977
surgical	706.1101205299393
our	706.0990324164179
syndrome	705.7254473975256
association	703.495417092764
new	701.456391789682
using	700.2714636240943
blood	698.2230666847162
remains	697.9156375342689
investigate	696.8258151874562
activity	696.4200490243103
unknown	695.1982502845927
evaluate	693.7704456044635
also	693.0886056960153
available	690.9899656267872
information	687.8069527575369
coronary	682.8650316241245
breast	679.8963768568243
other	674.6570108283879
infection	672.0025560423649
response	670.4391013881292
one	669.7354818061349
outcomes	666.6464897142931
type	664.521772167362
assess	663.0399621278754
levels	653.5934644811257
diabetes	651.7362403480695
women	650.8097987191359
expression	647.9244179325661
previous	642.6865464820912
more	638.4968514323657
patient	638.1849755334232
few	634.1333868173425
both	631.9343845956977
'	629.9629995660434
effective	628.7496895075668
receptor	627.9191997022428
medical	626.6969823774873
quality	625.2220974692922
diseases	622.7385508521891
early	618.126640539933
heart	618.0140555034332
some	617.4449762510149
disorders	616.305311346182
cardiac	616.2056834031156
current	615.6248165242577
results	612.7964457982207
aimed	611.1178536018701
objective	606.5614037940034
primary	604.7763370257811
changes	601.6858118327768
growth	598.1988071128566
